name,price,engineSize,year,mileage,fuelType,priceToEngineSizeRatio,link
BMW Seria 7 F01,129900,2993,2011,133000,Diesel,43401,otomoto.pl/oferta/bmw-seria-7-ID6BJ2p2.html
Toyota RAV4 IV,107400,2494,2017,37562,Hybryda,43063,otomoto.pl/oferta/toyota-rav4-2-5-hybrid-e-cvt-197km-premium-1wlasciciel-salon-pl-aso-fv23-ID6BPcUP.html
Škoda Fabia III,43000,999,2018,22741,Benzyna+LPG,43043,otomoto.pl/oferta/skoda-fabia-1-0-salon-polska-1-wlasciciel-serwis-aso-gaz-klima-ID6BNE4s.html
Volkswagen Golf VII,59900,1395,2014,40000,Benzyna,42939,otomoto.pl/oferta/volkswagen-golf-variant-ID6BPkb3.html
Audi Q5 8R,85000,1984,2013,113774,Benzyna,42843,otomoto.pl/oferta/audi-q5-audi-q5-pelne-wyposazenie-stan-idealny-polecam-ID6BPcWF.html
Škoda Superb II,59500,1390,2014,31027,Benzyna,42806,otomoto.pl/oferta/skoda-superb-1-4-tsi-salon-polska-1-wlasciciel-serwis-aso-navi-ID6BLDLS.html
Renault Captur,38500,900,2014,146200,Benzyna,42778,otomoto.pl/oferta/renault-captur-0-9-energy-tce-2014r-freehands-zen-led-bezwypadkowy-okazja-ID6BPgd7.html
BMW Seria 5 F10,85000,1995,2013,72000,Diesel,42607,otomoto.pl/oferta/bmw-seria-5-f10-525d-218km-lift-navi-head-up-72-tys-km-oryginal-ID6BOG6l.html
Mercedes-Benz CLS C218,149000,3500,2013,36000,Benzyna,42571,otomoto.pl/oferta/mercedes-benz-cls-350-benzyna-stan-nowy-36-tys-km-idealny-biala-perla-led-kamery-aso-ID6zd31O.html
Kia Picanto III,51062,1200,2018,10,Benzyna,42552,otomoto.pl/oferta/kia-picanto-1-2-mpi-wersja-l-pakiet-stylistyczny-ID6BNGwX.html
Kia Picanto III,51062,1200,2018,10,Benzyna,42552,otomoto.pl/oferta/kia-picanto-1-2-mpi-wersja-l-pakiet-stylistyczny-ID6BNGxT.html
BMW Seria 5 F10,85000,2000,2013,122500,Diesel,42500,otomoto.pl/oferta/bmw-seria-5-bmw-525d-xdrive-218km-bezwypadkowy-bogata-wersja-ID6BOdOT.html
Audi A3 8V,59500,1400,2014,76300,Benzyna,42500,otomoto.pl/oferta/audi-a3-audi-a3-sportback-salon-pl-pierwszy-wlasciciel-system-mmi-ID6BMFjo.html
Volkswagen Caddy IV,84900,2000,2016,36705,Diesel,42450,otomoto.pl/oferta/volkswagen-caddy-2-0-tdi-150km-salon-pl-i-wl-7-os-bezwypadkowa-ID6BOYYZ.html
Nissan Pulsar,50900,1200,2016,8000,Benzyna,42417,otomoto.pl/oferta/nissan-pulsar-bogata-wersja-n-connecta-2017-bezwypadkowy-8-tys-km-gwarancja-nissana-ID6AO6MX.html
Renault Captur,61900,1461,2017,15000,Diesel,42368,otomoto.pl/oferta/renault-captur-model-2018-dci-intense-energy-automat-bezwypadkowy-gwarancja-oplacony-ID6BMHwl.html
Volkswagen Passat B8,84000,1984,2015,107000,Diesel,42339,otomoto.pl/oferta/volkswagen-passat-salon-pl-naped-4x4-led-bezwypadkowy-stan-idealny-cesja-leasingu-ID6BK3SN.html
Audi A6 Allroad C7,127000,3000,2013,205430,Diesel,42333,otomoto.pl/oferta/audi-a6-allroad-3-0tdi-bi-turbo-313km-quatrosalon-polskaserwisbezwypadkowy-ID6BP3p6.html
Renault Megane IV,67500,1598,2017,47000,Benzyna,42240,otomoto.pl/oferta/renault-megane-grandtour-1-6-sce-intens-ID6BOBQL.html
Honda CR-V IV,92900,2200,2014,59000,Diesel,42227,otomoto.pl/oferta/honda-cr-v-iv-executive-navi-super-stan-salon-polska-ID6BJDhG.html
Renault Kadjar,67500,1600,2015,89900,Diesel,42188,otomoto.pl/oferta/renault-kadjar-energy-2015r-krajowy-i-wlasciciel-fv23-ID6BKLPJ.html
Audi Q5 8R,83500,1984,2013,76000,Benzyna,42087,otomoto.pl/oferta/audi-q5-audi-q5-tfsi-225-km-quattro-ID6BNM4i.html
Kia Venga,58900,1400,2018,7000,Benzyna,42071,otomoto.pl/oferta/kia-venga-business-line-1-4-90-km-ID6BOEBd.html
Audi A5 8T,75500,1800,2014,126000,Benzyna,41944,otomoto.pl/oferta/audi-a5-garazowany-opony-zimowe-auto-na-sprzedaz-polowa-maja-ID6BPjJP.html
Toyota Yaris III,62900,1500,2018,6600,Benzyna,41933,otomoto.pl/oferta/toyota-yaris-selection-pure-smart-gwarancja-i-wlasciciel-bezwypadkowy-ID6BEKR9.html
Ford Mondeo Mk5,83500,1999,2018,1250,Benzyna,41771,otomoto.pl/oferta/ford-mondeo-ford-mondeo-nowy-model-wersja-titanium-2-0i-240km-naped-na-4-kola-ID6BczGM.html
Renault Captur,49800,1200,2017,23000,Benzyna,41500,otomoto.pl/oferta/renault-captur-hit-biala-perla-limited-uzywany-lecz-jak-nowy-gwarancja-w-cenie-ID6BNH6n.html
Mitsubishi Outlander III,82990,2000,2018,12,Benzyna,41495,otomoto.pl/oferta/mitsubishi-outlander-2-0-150-km-biala-perla-ID6z9bkL.html
Mitsubishi Outlander III,82990,2000,2018,5,Benzyna,41495,otomoto.pl/oferta/mitsubishi-outlander-2-0-bialy-dodatki-w-cenie-auta-zadzwon-ID6AwdPG.html
Kia Rio IV,57900,1400,2018,3000,Benzyna,41357,otomoto.pl/oferta/kia-rio-1-4-100km-wersja-l-pakiet-stylistyczny-od-reki-ID6BOEDd.html
Opel Astra K,57900,1400,2017,56000,Benzyna,41357,otomoto.pl/oferta/opel-astra-salon-polskaturbo-benzynaledgrzane-fotelegrzana-kierownicaalu-ID6BIVeu.html
BMW Seria 2,82500,1997,2015,30000,Benzyna,41312,otomoto.pl/oferta/bmw-seria-2-bmw-228xi-cabrio-4x4-automat-8-biegow-skora-xenon-245km-ID6BPf57.html
Nissan Qashqai II,61900,1500,2014,154000,Diesel,41267,otomoto.pl/oferta/nissan-qashqai-tekna-panorama-znaki-kamera-360-orurowanie-radar-ID6BOzFV.html
Renault Talisman,66000,1600,2016,190000,Diesel,41250,otomoto.pl/oferta/renault-talisman-initiale-paris-1-6-dci-160koni-4control-aso-renault-ID6BPjF4.html
Nissan Juke,65900,1598,2018,1,Benzyna,41239,otomoto.pl/oferta/nissan-juke-acenta-nissan-connect-ID6BP9m8.html
Dacia Logan II,37000,898,2016,43527,Benzyna+LPG,41203,otomoto.pl/oferta/dacia-logan-0-9-tce-salon-polska-1-wlasciciel-serwis-aso-gaz-klima-ID6BOOsB.html
Kia Picanto III,49431,1200,2018,10,Benzyna,41193,otomoto.pl/oferta/kia-picanto-1-2-mpi-wersja-l-pakiet-stylistyczny-ID6BNGuj.html
Nissan Navara,94500,2298,2015,65200,Diesel,41123,otomoto.pl/oferta/nissan-navara-1-rejestracja-luty-2016-ID6BOFh1.html
Opel Astra J,56000,1362,2017,41512,Benzyna,41116,otomoto.pl/oferta/opel-astra-1-4-t-salon-polska-1-wlasciciel-serwis-aso-skora-ID6BOvzi.html
Ford Focus Mk3,41000,998,2014,44576,Benzyna,41082,otomoto.pl/oferta/ford-focus-1-0-ecoboost-salon-polska-serwis-aso-klimatronic-ID6BOr7r.html
Volkswagen Tiguan I,57000,1390,2012,47985,Benzyna,41007,otomoto.pl/oferta/volkswagen-tiguan-1-4-tsi-salon-polska-1-wlasciciel-ID6BOr4Q.html
BMW Z4 E89,123000,3000,2012,75000,Benzyna,41000,otomoto.pl/oferta/bmw-z4-ID6BMGnS.html
Jaguar XF X250,81900,2000,2015,59500,Benzyna,40950,otomoto.pl/oferta/jaguar-xf-okazja-automat-2-0-benzyna-240-km-luxury-pelna-dok-ID6BsXBS.html
Opel Mokka,55800,1364,2014,68300,Benzyna,40909,otomoto.pl/oferta/opel-mokka-polski-salon-automat-benzyna-serwis-bezwypadkowy-i-wlasciciel-ID6BPjwR.html
Ford Focus Mk3,40900,1000,2016,36734,Benzyna,40900,otomoto.pl/oferta/ford-focus-lift-klima-serwisowany-zadbany-ID6BOy3R.html
Nissan Juke,48900,1200,2015,28700,Benzyna,40750,otomoto.pl/oferta/nissan-juke-acenta-2015r-1-2-dig-t-115km-salonpl-aso-ID6BKXof.html
Toyota Corolla Seria,65000,1598,2017,15659,Benzyna,40676,otomoto.pl/oferta/toyota-corolla-132km-lift-comfort-salonpl-gw-2021r-f-23-bonkowscy-ID6BIGpK.html
Kia Venga,56900,1400,2018,10700,Benzyna,40643,otomoto.pl/oferta/kia-venga-1-4-benz-moc-90km-salon-pl-busines-line-ID6BHKyi.html
Kia Venga,56900,1400,2018,5500,Benzyna,40643,otomoto.pl/oferta/kia-venga-1-4-benz-90km-business-line-pl-salon-aso-rozne-kolory-ID6BqFNL.html
Kia Venga,56900,1400,2018,4800,Benzyna,40643,otomoto.pl/oferta/kia-venga-1-4-benz-moc-90km-salon-pl-busines-line-rozne-kolory-ID6BtqYI.html
Audi A5 8T,79900,1968,2013,65000,Diesel,40600,otomoto.pl/oferta/audi-a5-audi-a5-quattro-2-0-cr-177-km-s-line-salon-pl-65-000-km-bezwypadkowy-ID6BOnNv.html
Nissan Juke,64900,1600,2017,17844,Benzyna,40563,otomoto.pl/oferta/nissan-juke-n-connecta-2017r-1-6-dig-t-190km-salonpl-aso-ID6BKXDn.html
BMW Seria 5 F10,80900,1995,2012,110000,Diesel,40551,otomoto.pl/oferta/bmw-seria-5-bmw-touring-520d-m-pakiet-shadow-line-ID6BEpgG.html
Porsche 911 997,154000,3800,2006,112000,Benzyna,40526,otomoto.pl/oferta/porsche-911-carrera-s-maly-przebieg-bezwypadkowy-ID6BPd3K.html
Škoda Octavia III,56500,1395,2015,59113,Benzyna,40502,otomoto.pl/oferta/skoda-octavia-1-4-tsi-salon-polska-1-wlasciciel-serwis-aso-xenon-ID6BOx7C.html
Volvo XC 90 II,79500,1969,2016,22000,Benzyna,40376,otomoto.pl/oferta/volvo-xc-90-t6-kam-360-hud-full-led-panorama-cena-nowego-378-810-zl-rabat-70-ID6But7N.html
Škoda Superb II,56000,1390,2014,52872,Benzyna,40288,otomoto.pl/oferta/skoda-superb-1-4-tsi-salon-polska-1-wlasciciel-serwis-aso-ID6BOvSG.html
Maserati Ghibli,119900,2979,2017,9500,Benzyna,40248,otomoto.pl/oferta/maserati-ghibli-s-q4-my18-gransport-4x4-430km-importer-maserati-ID6Ax2to.html
Mercedes-Benz CLS C218,119900,2987,2014,133000,Diesel,40141,otomoto.pl/oferta/mercedes-benz-cls-350-c218-265km-drugi-komplet-kol-gratis-ID6Bwq3y.html
Škoda Octavia III,79600,1984,2014,139124,Benzyna,40121,otomoto.pl/oferta/skoda-octavia-octavia-2-0-tsi-rs-dsg-220km-fv-23-ID6BNyCT.html
Audi A5 8T,80199,2000,2014,125743,Diesel,40100,otomoto.pl/oferta/audi-a5-dw993xm-quattro-serwisowany-okazja-ID6BOEH2.html
BMW Seria 3 F30,79900,1995,2016,77900,Diesel,40050,otomoto.pl/oferta/bmw-seria-3-12-2016-150km-fullled-bezkolizyjny-pakietserwis-salonpl-aso-fv23-ID6BNanH.html
Opel Astra K,56000,1399,2015,31834,Benzyna,40029,otomoto.pl/oferta/opel-astra-1-4-t-salon-polska-1-wlasciciel-serwis-aso-navi-ID6BPcU7.html
Volvo XC 60 I,79900,1997,2014,111700,Diesel,40010,otomoto.pl/oferta/volvo-xc-60-vat-23-d4-181-km-momentum-nawigacja-serwisowany-led-ID6BIUdt.html
BMW X3 F25,80000,2000,2014,84000,Benzyna,40000,otomoto.pl/oferta/bmw-x3-xdrive-x3-navi-automat-4x4-stan-idealny-ID6zlwhW.html
Dacia Logan II,39900,998,2018,10,Benzyna,39980,otomoto.pl/oferta/dacia-logan-mcv-laureate-sce-75-opony-zimowe-gratis-ID6BCqyX.html
Toyota Aygo II,39900,998,2017,12000,Benzyna,39980,otomoto.pl/oferta/toyota-aygo-wersja-limitowana-bezwypadkowy-i-wlasciciel-rok-gwarancji-ID6BBv48.html
Škoda Superb III,79900,2000,2015,127000,Diesel,39950,otomoto.pl/oferta/skoda-superb-iii-2-0-tdi-190-km-dsg-navi-salon-pl-i-wlasciciel-bezwypadkowy-aso-ID6BEPeg.html
BMW Seria 4,79900,2000,2013,129000,Benzyna,39950,otomoto.pl/oferta/bmw-seria-4-ID6BPcud.html
Honda Civic IX,71900,1800,2016,32500,Benzyna,39944,otomoto.pl/oferta/honda-civic-honda-civic-tourer-2016-aso-1-wl-przebieg-32-500-full-led-ID6BMGvu.html
Opel Astra K,39900,999,2015,93861,Benzyna,39940,otomoto.pl/oferta/opel-astra-105km-salonpl-aso-fv23-ID6BFfBY.html
Hyundai ix35,63900,1600,2014,38000,Benzyna,39938,otomoto.pl/oferta/hyundai-ix35-1-6-benzyna-135-km-salon-pl-38-tys-km-auto-zupelnie-jak-nowe-ID6BMyGS.html
Toyota Corolla Seria,63799,1598,2017,29900,Benzyna,39924,otomoto.pl/oferta/toyota-corolla-salon-polska-grzane-fot-tempomat-kamera-czujniki-przod-tyl-gwar-2020r-ID6BOFjw.html
Renault Clio IV,35900,900,2015,32000,Benzyna,39889,otomoto.pl/oferta/renault-clio-expression-tce90-salon-polska-dealer-renault-ID6BP9vE.html
BMW Seria 3 F30,79500,1995,2015,105573,Diesel,39850,otomoto.pl/oferta/bmw-seria-3-sport-line-bixenon-skora-panorama-184km-automat-panorama-euro-6-ID6BtAti.html
Mazda CX-3,79535,1998,2019,1,Benzyna,39807,otomoto.pl/oferta/mazda-cx-3-2-0-skyactiv-g-121km-skyenergy-nowy-rocznik-promocja-ID6BP9h6.html
Volkswagen Polo V,47500,1197,2016,24661,Benzyna,39683,otomoto.pl/oferta/volkswagen-polo-1-2-tsi-salon-polska-1-wlasciciel-serwis-aso-klima-ID6BNEYO.html
BMW X3 F25,79000,1995,2014,205000,Diesel,39599,otomoto.pl/oferta/bmw-x3-pierwszy-wlasciciel-kupiony-w-polskim-salonie-serwisowany-w-aso-ID6BqmgC.html
Škoda Octavia III,77900,1968,2015,109384,Diesel,39583,otomoto.pl/oferta/skoda-octavia-rs-challenge-dsg-navi-lopatki-ksenon-led-ID6BIL9L.html
Audi A6 C7,77900,1968,2013,96000,Diesel,39583,otomoto.pl/oferta/audi-a6-serwisowany-w-aso-ladny-egzemplarz-niski-przebieg-czysty-i-zadbany-ID6AKfpb.html
Dacia Duster,63250,1598,2019,1,Benzyna,39581,otomoto.pl/oferta/dacia-duster-1-6-sce-115km-techroad-system-multiview-camera-opcje-mega-okazja-ID6BOwuD.html
Mini Countryman,63000,1598,2015,75762,Benzyna,39424,otomoto.pl/oferta/mini-countryman-2015r-mini-one-countryman-all4-1-6i-122km-krajowy-i-szy-wlascicie-ID6BypDn.html
Ford Focus Mk3,62900,1596,2018,7,Benzyna,39411,otomoto.pl/oferta/ford-focus-1-6-benzyna-125-km-trend-winter-1-ID6BwsoF.html
Jeep Compass,94500,2400,2018,3900,Benzyna,39375,otomoto.pl/oferta/jeep-compass-jeep-compass-2018r-4x4-2-4l-180km-bogate-wyposazenie-metalik-nowka-ID6BOnnN.html
Škoda RAPID,62900,1598,2018,30800,Diesel,39362,otomoto.pl/oferta/skoda-rapid-style-1-6tdi-115km-bi-xenon-smart-link-light-assist-chrom-ceramika-ID6BP8XD.html
Ford Mondeo Mk5,59000,1500,2015,145000,Benzyna,39333,otomoto.pl/oferta/ford-mondeo-zadbane-mondeo-1-5-ecoboost-manualna-skrzynia-biegow-1-wlasciciel-ID6BNALQ.html
Opel Corsa E,54900,1398,2019,1,Benzyna+LPG,39270,otomoto.pl/oferta/opel-corsa-enjoy-1-4-90-km-lpg-5mt-2019-najlepsza-oferta-na-otomoto-ID6AmmDc.html
Citroën C4 Cactus,47000,1199,2016,60764,Benzyna,39199,otomoto.pl/oferta/citroen-c4-cactus-1-2-puretech-salon-polska-1-wlasciciel-serwis-aso-navi-ID6BPd0j.html
BMW X1 E84,78000,1995,2015,76600,Diesel,39098,otomoto.pl/oferta/bmw-x1-xdrive-18d-automat-4x4-2015-1-wlasciciel-ID6BPbRE.html
Peugeot 308 T8,46900,1200,2016,27000,Benzyna,39083,otomoto.pl/oferta/peugeot-308-allure-1-2-130-koni-ID6BqwYG.html
Volkswagen Golf VII,46900,1200,2016,83000,Benzyna,39083,otomoto.pl/oferta/volkswagen-golf-1-2tsi-110km-6-bieg-pasek-rozrzadualu-17-salon-pl-kup-zamiast-nowego-ID6BMoBw.html
Toyota RAV4 IV,77900,2000,2016,119000,Diesel,38950,otomoto.pl/oferta/toyota-rav4-lift-kamera-cofania-radar-nawigacja-parktronik-usb-serwisowany-ID6BPcE4.html
Mini Cooper S,77900,2000,2015,96000,Diesel,38950,otomoto.pl/oferta/mini-cooper-s-2-0-sd-170km-works-head-up-2xkola-harman-kardon-full-led-skory-unikat-ID6BPbIM.html
BMW Seria 3 F30,77900,2000,2014,131000,Benzyna,38950,otomoto.pl/oferta/bmw-seria-3-328i-245-km-harman-serwis-aso-salon-pl-leasing-vat-23-ID6BMJ9L.html
Seat Leon III,77900,2000,2017,40000,Diesel,38950,otomoto.pl/oferta/seat-leon-seat-leon-fr-2-0tdi-salon-pl-fv23-ID6BOEER.html
Ford S-Max II,77500,1997,2015,115325,Diesel,38808,otomoto.pl/oferta/ford-s-max-ford-s-max-180kmtitanium-full-ledpelnaopcjaorgasowebasto-ID6BOFm6.html
Opel Corsa E,52900,1364,2018,13162,Benzyna,38783,otomoto.pl/oferta/opel-corsa-1-4-90km-enjoy-automat-salonpl-aso-fv23-3p-gwarancja-ID6BGXG0.html
Opel Corsa E,52900,1364,2018,16623,Benzyna,38783,otomoto.pl/oferta/opel-corsa-1-4-90km-enjoy-automat-salonpl-aso-fv23-3p-gwarancja-ID6BGJ7h.html
Dacia Sandero II,38700,998,2019,1,Benzyna,38778,otomoto.pl/oferta/dacia-sandero-1-0-sce-75km-laureate-dojazdowe-kolo-zapasowe-mega-okazja-ID6BOkOA.html
Dacia Sandero II,38700,998,2019,1,Benzyna,38778,otomoto.pl/oferta/dacia-sandero-1-0-sce-75km-laureate-kolo-zapasowe-dojazdowe-opcje-super-okazja-ID6BP9y4.html
Opel Corsa E,54199,1398,2019,1,Benzyna+LPG,38769,otomoto.pl/oferta/opel-corsa-1-4-twinport-90km-lpg-enjoy-upgrade-opcje-ostatnia-mega-cena-ID6BOEBT.html
Mazda CX-5,96900,2500,2018,8850,Benzyna,38760,otomoto.pl/oferta/mazda-cx-5-2-5-194-km-automat-kamery-nawigacja-pl-blis-led-ID6BNH2q.html
BMW Seria 5 F10,115900,2993,2015,177477,Diesel,38724,otomoto.pl/oferta/bmw-seria-5-530-xd-m-pakiet-skora-navi-szyber-faktura-vat-ID6BPcH0.html
Toyota Verso,69700,1800,2015,69000,Benzyna+LPG,38722,otomoto.pl/oferta/toyota-verso-prestige-7-osobowa-i-wl-salon-polska-69-tys-km-fabrycznie-nowa-ID6BPj3U.html
Toyota Corolla Seria,61900,1600,2017,23693,Benzyna+LPG,38688,otomoto.pl/oferta/toyota-corolla-salon-pl-gwarancja-full-led-fabryczny-gaz-bogata-opcja-ID6BPcTy.html
Toyota Auris II,61900,1600,2016,57000,Benzyna,38688,otomoto.pl/oferta/toyota-auris-1-6vvt-i-comfort-kombi-krajowy-i-wlasciciel-fv23-ID6BKTvq.html
Audi A6 C7,76000,1968,2012,185000,Diesel,38618,otomoto.pl/oferta/audi-a6-salon-polska-bezwypadkowy-20cali-bardzo-zadbany-ID6BPf16.html
Audi A6 C7,76000,1968,2012,185000,Diesel,38618,otomoto.pl/oferta/audi-a6-salon-polska-bezwypadkowy-20cali-bardzo-zadbany-ID6BPf16.html
Kia Picanto III,38500,998,2018,16000,Benzyna,38577,otomoto.pl/oferta/kia-picanto-1-0-benz-pl-salon-rozne-kolory-gwarancja-ID6BJPh2.html
Opel Corsa E,53900,1398,2019,1,Benzyna,38555,otomoto.pl/oferta/opel-corsa-enjoy-1-4-lpg-90-km-5-mt-2019-najlepsza-oferta-na-otomoto-bsp-lodz-ID6BqQ1L.html
BMW Seria 5 G30,76900,1995,2017,81000,Diesel,38546,otomoto.pl/oferta/bmw-seria-5-520d-xii-2017-salon-polska-i-wlasciciel-uszkodzony-xdrive-ID6BOHT1.html
Audi A6 C7,77000,1998,2012,137000,Diesel,38539,otomoto.pl/oferta/audi-a6-prywatnie-salon-polska-serwisowany-bezwypadkowy-automat-ID6BJUep.html
Kia Sportage IV,64900,1685,2017,18900,Diesel,38516,otomoto.pl/oferta/kia-sportage-1-7-crdi-141-km-automat-kamera-navigacja-czjniki-skora-ID6BACWi.html
Volkswagen up!,38500,1000,2018,5,Benzyna,38500,otomoto.pl/oferta/volkswagen-up-move-up-1-0-60-km-5-drzwi-demo-wyprzedaz-rocznika-w-aso-ID6BCqWO.html
Volkswagen Tiguan I,53500,1390,2013,85917,Benzyna,38489,otomoto.pl/oferta/volkswagen-tiguan-1-4-tsi-salon-polska-klimatronic-parktronic-ID6BOOqf.html
Volkswagen Tiguan I,53500,1390,2012,42037,Benzyna,38489,otomoto.pl/oferta/volkswagen-tiguan-1-4-tsi-salon-polska-serwis-aso-przejechal-tylko-42037-km-ID6BMwUp.html
Volvo V90,76900,2000,2017,50000,Diesel,38450,otomoto.pl/oferta/volvo-v90-12-2017-d4-190ps-full-led-kamera-skora-navi-serwis-aso-autopilot-ID6BM6sp.html
Toyota Auris II,69100,1800,2016,19600,Hybryda,38389,otomoto.pl/oferta/toyota-auris-prestige-nawigacja-skyview-executive-led-kamera-perla-ID6BKzyP.html
Nissan Qashqai II,45934,1197,2015,57333,Benzyna,38374,otomoto.pl/oferta/nissan-qashqai-1-2-dig-t-salon-polska-serwis-aso-vat-23-klima-ID6BPcUo.html
Lexus IS III,95900,2500,2015,50900,Benzyna,38360,otomoto.pl/oferta/lexus-is-jak-nowy-2-5-v6-207km-salon-polska-pelny-serwis-aso-lexus-ID6BOEzq.html
Porsche Cayenne II,138000,3598,2011,135000,Benzyna,38355,otomoto.pl/oferta/porsche-cayenne-auto-kupione-w-salonie-lellek-pierwszy-wlasciciel-bardzo-zadbane-ID6BOy1A.html
Mazda CX-5,76600,1998,2015,63000,Benzyna,38338,otomoto.pl/oferta/mazda-cx-5-bezwypadkowy-polski-salon-skyenergy-2-0-benzyna-navi-kola-zimowe-ID6BMHDl.html
Ford Mondeo Mk5,57500,1500,2016,34516,Benzyna,38333,otomoto.pl/oferta/ford-mondeo-ID6A3RvN.html
Volvo XC 60 I,92000,2400,2013,108000,Diesel,38333,otomoto.pl/oferta/volvo-xc-60-d4-awd-summum-aut-polestar-salon-pl-aso-bogate-wyposazenie-ID6BNJN0.html
Mercedes-Benz Klasa S W221,134000,3500,2011,111800,Benzyna,38286,otomoto.pl/oferta/mercedes-benz-klasa-s-mercedes-benz-w-221-s-350-4-matic-ID6BOlQt.html
Ford S-Max II,76500,2000,2016,106000,Diesel,38250,otomoto.pl/oferta/ford-s-max-titaniumfull-lednaviskora-alcantara-el-fotel-2xkamera-blisradar-ID6BPf1K.html
Kia Sportage III,64899,1700,2015,48265,Diesel,38176,otomoto.pl/oferta/kia-sportage-gd126lp-wersja-m-gwarancja-przebiegu-mozliwy-leasing-ID6BOEzY.html
Volkswagen Golf VII,60900,1598,2017,59943,Diesel,38110,otomoto.pl/oferta/volkswagen-golf-vw-golf-variant-1-6-tdi-bluemotion-technology-trendline-ID6BP9qQ.html
Jaguar XJ X351,114000,2993,2011,166000,Diesel,38089,otomoto.pl/oferta/jaguar-xj-full-nawigacja-bi-xenon-jasna-skora-dvd-monitory-lopaty-ID6BNK3j.html
Audi A3 8V,74900,1968,2015,132000,Diesel,38059,otomoto.pl/oferta/audi-a3-quattro-full-led-acc-lineassist-ogloszenie-prywatne-ID6BOAC0.html
BMW X3 F25,75900,1995,2013,170654,Diesel,38045,otomoto.pl/oferta/bmw-x3-20d-bogata-wersja-krajowy-fv-23-ID6BBMo8.html
Volvo V40 II,74900,1969,2016,50099,Diesel,38040,otomoto.pl/oferta/volvo-v40-salon-polska-automat-navi-diesel-f-vat23-aso-duda-cars-ID6BBcil.html
Škoda Citigo,38000,999,2018,1750,Benzyna,38038,otomoto.pl/oferta/skoda-citigo-5-drzwiowy-style-1-0-mpi-65-km-ID6B0tPO.html
Mazda 3 III,56900,1496,2017,14000,Benzyna,38035,otomoto.pl/oferta/mazda-3-europa-super-stan-navi-full-led-ID6BDHfg.html
Dacia Duster,60750,1598,2019,1,Benzyna,38016,otomoto.pl/oferta/dacia-duster-1-6-sce-115km-prestige-klimatyzacja-automatyczna-opcje-super-okazja-ID6BP95V.html
Mazda CX-3,76000,2000,2015,47000,Benzyna,38000,otomoto.pl/oferta/mazda-cx-3-2-0-150-km-4x4-47000km-polski-salon-serwisowany-bezwypadkowy-ID6BPbP9.html
Ford Kuga II,76000,2000,2017,21000,Benzyna,38000,otomoto.pl/oferta/ford-kuga-ford-kuga-escape-245-km-ID6BEPx6.html
BMW Seria 5 F10,75800,1995,2015,178000,Diesel,37995,otomoto.pl/oferta/bmw-seria-5-bmw-520-lift-190-km-navi-skory-radar-asystent-pasa-ruchu-bezwypadkowy-ID6BODUT.html
Ford S-Max II,75900,2000,2015,125000,Diesel,37950,otomoto.pl/oferta/ford-s-max-titanium-2-0-tdci-150km-gwarancja-ford-uzywane-ID6BBzvq.html
Opel Corsa E,45500,1200,2019,1,Benzyna,37917,otomoto.pl/oferta/opel-corsa-enjoy-1-2-70-km-5-mt-upgrade-enjoy-2019-najlepsza-oferta-otomoto-ID6BryCG.html
Volkswagen Jetta A6,52999,1398,2017,51020,Benzyna,37911,otomoto.pl/oferta/volkswagen-jetta-se-1-4-tsi-bogate-wyposazenie-passat-touran-golf-ID6BIADF.html
Volkswagen Tiguan I,74600,1968,2015,118407,Diesel,37907,otomoto.pl/oferta/volkswagen-tiguan-2-0tdi-150km-sport-style-1wlasciciel-salon-pl-serwis-aso-fv23-ID6BIYJb.html
Toyota Yaris III,37900,1000,2015,117900,Benzyna,37900,otomoto.pl/oferta/toyota-yaris-1-0-premium-fv23-bezwypadkowy-i-wlasciciel-ID6BJCsI.html
Toyota Yaris III,37900,1000,2015,117700,Benzyna,37900,otomoto.pl/oferta/toyota-yaris-1-0-premium-fv23-bezwypadkowy-i-wlasciciel-ID6BJCvu.html
Audi A4 B9,74500,1968,2016,158000,Diesel,37856,otomoto.pl/oferta/audi-a4-nowy-model-automat-sport-led-xenon-duza-nawi-gwarancja-12m-ID6BOJHN.html
Toyota Auris II,52900,1398,2016,59500,Diesel,37840,otomoto.pl/oferta/toyota-auris-1-4-d4d-premium-1-wl-gwarancja-polska-bezwypadkowy-serwis-aso-vat23-ID6Bbwdf.html
Volkswagen Beetle,52500,1390,2014,45000,Benzyna,37770,otomoto.pl/oferta/volkswagen-beetle-sport-160-km-rejestracja-03-2015-pierwszy-wlasciciel-ID6BPaqZ.html
Fiat Tipo II,51650,1368,2019,1,Benzyna,37756,otomoto.pl/oferta/fiat-tipo-1-4-16v-95km-tipo-p-komfort-el-szyby-el-lusterka-kl-chrom-opcje-ID6BP9WN.html
Volkswagen Golf VII,74900,1984,2017,29500,Benzyna,37752,otomoto.pl/oferta/volkswagen-golf-gti-230km-dsg-niski-przebieg-black-ID6BqbCc.html
Audi A6 C7,112000,2967,2014,119000,Diesel,37749,otomoto.pl/oferta/audi-a6-quattro-3-0tdi-avant-s-tronic-salonpl-1wl-bezwypadkowy-fa23-ID6BP9fx.html
Škoda Octavia III,73999,1968,2015,90257,Diesel,37601,otomoto.pl/oferta/skoda-octavia-skoda-octavia-rs-2-0-tdi-184-km-salon-polska-fv-23-ID6BuTx3.html
