name,price,engineSize,year,mileage,fuelType,priceToEngineSizeRatio,link
BMW Seria 3 E90,20900,2000,2007,150000,Benzyna,10450,otomoto.pl/oferta/bmw-seria-3-idealne-bmw-320i-150km-klimatronik-alu-oplaty-ID6BFX27.html
Renault Laguna III,20900,2000,2008,34621,Diesel,10450,otomoto.pl/oferta/renault-laguna-full-wersja-initiale-paris-2-0-150km-jasne-skory-z-navi-bi-xenon-pl-ID6BPfUJ.html
Opel Astra H,12999,1248,2006,140000,Diesel,10416,otomoto.pl/oferta/opel-astra-dwa-komplety-kol-zarejestrowana-bez-dpf-klima-alu-elektryka-top-ID6BOwiB.html
Ford KA II,12900,1242,2009,149000,Benzyna,10386,otomoto.pl/oferta/ford-ka-klima-prosto-z-niemiec-ID6BJ6UQ.html
Volvo S80 II,24900,2400,2006,176000,Diesel,10375,otomoto.pl/oferta/volvo-s80-volvo-s80-2-4d-ID6BPjA9.html
Mazda 2 II,14500,1400,2009,173000,Diesel,10357,otomoto.pl/oferta/mazda-2-1-4-d-klimatyzacja-multifunkcja-ID6BOFYr.html
Opel Astra J,14500,1400,2011,159500,Benzyna,10357,otomoto.pl/oferta/opel-astra-auto-z-salonu-pierwszy-wlasciciel-ID6BPhpX.html
Ford Fiesta Mk7,14500,1400,2009,190000,Diesel,10357,otomoto.pl/oferta/ford-fiesta-pierwszy-wlasciciel-od-nowosci-krajowa-klima-serwis-ID6BPgNM.html
Peugeot 207,14499,1400,2009,209000,Benzyna,10356,otomoto.pl/oferta/peugeot-207-sw-zadbany-wygodne-male-kombi-ID6BHYCc.html
Opel Corsa D,12700,1229,2007,133407,Benzyna,10334,otomoto.pl/oferta/opel-corsa-1-2-80kmz-niemiecorg-133-tys-kmisofixoplaconarejestracja-256-zl-ID6BOPWv.html
Opel Astra H,16500,1598,2008,177800,Benzyna,10325,otomoto.pl/oferta/opel-astra-1-6-mpi-podgrzewane-fotele-historia-serwisowa-ID6BrbEf.html
Citroën C3 II,16500,1598,2011,155000,Diesel,10325,otomoto.pl/oferta/citroen-c3-1-6hdi-90km-climatronic-alu-oplacony-ID6BwqwS.html
Citroën C3 II,16500,1600,2012,105000,Diesel,10313,otomoto.pl/oferta/citroen-c3-1-6ehdi-nawi-climatronic-pdc-tempomat-oplacony-ID6BPcj0.html
BMW Seria 3 E90,20600,2000,2008,237000,Diesel,10300,otomoto.pl/oferta/bmw-seria-3-320d-177km-samochod-bezwypadkowy-stan-auta-wzorowy-org-przebieg-ID6BOyhO.html
Mercedes-Benz Klasa E W211,32900,3200,2005,272080,Diesel,10281,otomoto.pl/oferta/mercedes-benz-klasa-e-pierwszy-wlasciciel-od-nowosci-ID6BPjBP.html
Audi A4 B6,18500,1800,2004,213000,Benzyna,10278,otomoto.pl/oferta/audi-a4-cabrio-1-8t-163km-18-skora-navi-bose-serwis-oplacony-manual-ID6BPjGc.html
Audi A4 B6,18500,1800,2003,214798,Benzyna,10278,otomoto.pl/oferta/audi-a4-s-line-1-8t-gwint-navi-ID6BPk4H.html
Audi A3 8P,18500,1800,2008,210000,Benzyna,10278,otomoto.pl/oferta/audi-a3-audi-a3-lift-1-8-tfsi-160ps-alu-18-3-drzwi-2008rok-inne-tanio-ID6BP9rR.html
Renault Laguna III,20500,1995,2009,226239,Diesel,10276,otomoto.pl/oferta/renault-laguna-laguna-wersja-gt-4-control-panorama-navi-ID6BNJW0.html
BMW Seria 1 E87,16400,1596,2005,167600,Benzyna,10276,otomoto.pl/oferta/bmw-seria-1-bmw-e87-116i-benzyna-2005r-nowe-opony-hamulce-rozrzad-oplacony-ID6BErLN.html
Nissan Qashqai I,15000,1461,2007,237213,Diesel,10267,otomoto.pl/oferta/nissan-qashqai-1-5-dci-salon-polska-klimatronic-dach-panoramiczny-alu-ID6BPd0i.html
Opel Meriva I,14000,1364,2009,144000,Benzyna,10264,otomoto.pl/oferta/opel-meriva-1-4-twinport-lift-klima-elektryka-super-stan-z-niemiec-ID6BDWBZ.html
Volkswagen Caddy III,19500,1900,2009,250400,Diesel,10263,otomoto.pl/oferta/volkswagen-caddy-life-1-9-tdi-105km-hak-klima-ID6BPihW.html
Mercedes-Benz CLK W209,27700,2700,2005,243000,Diesel,10259,otomoto.pl/oferta/mercedes-benz-clk-ID6BNKoa.html
Ford Mondeo Mk4,20500,2000,2007,256000,Diesel,10250,otomoto.pl/oferta/ford-mondeo-kpl-opon-letnich-ID6BNQPx.html
Seat Leon II,16400,1600,2008,126900,Benzyna,10250,otomoto.pl/oferta/seat-leon-1-6-mpi-2008-rok-oryginalny-przebieg-127-tys-km-serwis-aso-ID6BOFkJ.html
Honda Civic VIII,18400,1798,2006,253000,Benzyna,10234,otomoto.pl/oferta/honda-civic-stan-bardzo-dobry-bezwypadkowy-bezawaryjny-silnik-ID6BOFOG.html
Mercedes-Benz Klasa E W211,22500,2200,2007,300000,Diesel,10227,otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-e-klase-2007r-170km-skora-xenon-avangarda-ID6BPhPS.html
Ford Mondeo Mk4,17900,1753,2008,223000,Diesel,10211,otomoto.pl/oferta/ford-mondeo-ford-mondeo-1-8-tdci-125-km-titanium-mk4-serwis-aso-ID6BupFC.html
Dacia Logan Van,15300,1500,2010,231000,Diesel,10200,otomoto.pl/oferta/dacia-logan-van-sprzedam-dacia-logan-1-5-dci-90km-ID6BOP0z.html
Peugeot Partner II,15900,1560,2008,222000,Diesel,10192,otomoto.pl/oferta/peugeot-partner-salon-pl-1-6h-hdi-222tys-oryg-przebieg-tepee-wersja-outdoor-ID6BPc6L.html
Ford Focus Mk2,15900,1560,2010,238000,Diesel,10192,otomoto.pl/oferta/ford-focus-ford-focus-100-bezwypadkowy-1-6-tdci-tytanium-ID6BOzAH.html
Land Rover Discovery III,27500,2700,2005,199000,Diesel,10185,otomoto.pl/oferta/land-rover-discovery-3-2-7-litra-tdv6-se-doinwestowany-7-osobowy-zadbany-w-pelni-sprawny-ID6BOkxX.html
Renault Clio III,11700,1149,2007,129000,Benzyna,10183,otomoto.pl/oferta/renault-clio-iii-1-2-polski-salon-klima-5d-1wl-bezwypadkowy-zakup-2008-ID6BNef9.html
Opel Corsa D,12500,1229,2007,90000,Benzyna,10171,otomoto.pl/oferta/opel-corsa-opel-corsa-1-2-90-tys-km-przebiegu-pierwsza-rej-2008-bogata-wersja-ID6BPcWn.html
Volkswagen Passat B6,20000,1968,2006,299302,Diesel,10163,otomoto.pl/oferta/volkswagen-passat-swiezo-po-wymianie-kompletnego-sprzegla-z-dwumasa-luk-ID6BPjRL.html
Škoda Octavia II,19300,1900,2009,227876,Diesel,10158,otomoto.pl/oferta/skoda-octavia-ID6BPc3x.html
Volkswagen Passat B6,19950,1968,2007,168500,Diesel,10137,otomoto.pl/oferta/volkswagen-passat-volkswagen-passat-b6-krajowy-sedan-zadbany-okazja-ID6BOnjn.html
Renault Grand Scenic III,18900,1870,2010,255000,Diesel,10107,otomoto.pl/oferta/renault-grand-scenic-renault-grand-scenic-2010-r-1-9-7-foteli-isofix-piekny-ID6BJ7bU.html
Ford Fiesta Mk7,12600,1250,2010,154000,Benzyna+LPG,10080,otomoto.pl/oferta/ford-fiesta-van-vat-1-fvat-23-bezwypadkowy-ID6BODL0.html
Hyundai I30 I,15900,1582,2008,204290,Diesel,10051,otomoto.pl/oferta/hyundai-i30-1-6crdi-klimatronik-i-wlasciciel-pelen-serwis-100-bezwypadkowy-ID6BOo8m.html
BMW Seria 5 E39,19600,1951,2003,179442,Diesel,10046,otomoto.pl/oferta/bmw-seria-5-certyfikat-przebiegu-gwintap-dwa-komplety-kol-pelna-ksiazka-serwisowa-ID6BPjUp.html
Volkswagen Passat B6,19900,1984,2005,235291,Benzyna,10030,otomoto.pl/oferta/volkswagen-passat-benzyna-skory-nawigacja-grzane-fotele-bogata-wersja-ID6BPf2l.html
Opel Corsa D,10000,998,2009,184000,Benzyna,10020,otomoto.pl/oferta/opel-corsa-1-0-oplacona-ID6BP958.html
Nissan Primera P11,19999,1998,1997,236000,Benzyna,10010,otomoto.pl/oferta/nissan-primera-nissan-primera-gt-ID6BPbYf.html
BMW Seria 3 E90,29990,2996,2006,220000,Benzyna,10010,otomoto.pl/oferta/bmw-seria-3-325i-218km-skory-duza-navi-ringi-led-ID6BPjC7.html
Renault Modus,11500,1149,2007,142150,Benzyna,10009,otomoto.pl/oferta/renault-modus-1-2-16v-1-wlasciciel-bezwypadkowy-pelny-serwis-renault-zadbany-ID6BOFqi.html
Audi A6 C6,26999,2698,2007,240000,Diesel,10007,otomoto.pl/oferta/audi-a6-polecam-wiecej-informacji-telefonicznie-ID6BPcLr.html
Mazda CX-7,21999,2200,2010,136000,Diesel,10000,otomoto.pl/oferta/mazda-cx-7-execiutive-4x4-xenon-szyberdach-skory-navi-klimatronik-bose-full-opcja-ID6BPhm7.html
Mitsubishi Outlander I,19999,2000,2007,148500,Benzyna,10000,otomoto.pl/oferta/mitsubishi-outlander-mitsubishi-outlander-2-0-dvd-navi-kamera-cofa-gwarancja-oplacony-ID6BPkbo.html
Jaguar XF X250,29999,3000,2009,212000,Diesel,10000,otomoto.pl/oferta/jaguar-xf-jaguar-xf-3-0-premium-luxury-ledy-pierwszy-wlasciciel-ID6BPc12.html
Opel Vivaro I,19000,1900,2006,254500,Diesel,10000,otomoto.pl/oferta/opel-vivaro-wiecej-info-z-ksiazki-serwisowej-moge-przeslac-na-maila-ID6BOnVw.html
Volvo S80 II,24000,2400,2007,335000,Diesel,10000,otomoto.pl/oferta/volvo-s80-2-4-185km-d5-awd-salon-polska-ID6B8RE2.html
Mercedes-Benz Klasa C W203,17999,1800,2004,209000,Benzyna,9999,otomoto.pl/oferta/mercedes-benz-klasa-c-mercedesy-poiftowe-z-xenonem-i-navi-ID6BPjnQ.html
Peugeot 308 T7,15999,1600,2009,174000,Benzyna,9999,otomoto.pl/oferta/peugeot-308-peugeot-308-1-6-benzyna-serwisowany-zadbany-ID6BMIdf.html
BMW Seria 5 E60,29990,3000,2006,281000,Diesel,9997,otomoto.pl/oferta/bmw-seria-5-530d218km-xenon-comforty-navi-profesjonal-skory-pakiet-m-ID6BL2ka.html
Peugeot 207,13990,1400,2008,75000,Benzyna,9993,otomoto.pl/oferta/peugeot-207-1-4-benz-75km-klima-oryginalny-przebieg-auto-jak-nowe-ID6BODmn.html
BMW Seria 5 E60,29900,2993,2007,239000,Diesel,9990,otomoto.pl/oferta/bmw-seria-5-bmw-530d-231ps-skora-bi-xenon-navi-dvd-full-opcja-schnitzer-head-up-ID6BPhN5.html
BMW Seria 3 E90,19900,1995,2008,190351,Diesel,9975,otomoto.pl/oferta/bmw-seria-3-full-opcja-bmw-e91-320-d-163-km-xenon-navi-panorama-rejstracja-256-zl-ID6BPbWw.html
BMW Seria 3 E90,19900,1995,2006,163270,Benzyna,9975,otomoto.pl/oferta/bmw-seria-3-niski-udokumentowany-przebieg-parktronik-klimatronik-ladna-ID6BOv2e.html
BMW Seria 3 E90,19900,1995,2005,310000,Diesel,9975,otomoto.pl/oferta/bmw-seria-3-ID6BNHwH.html
Opel Insignia A,19511,1956,2011,231039,Diesel,9975,otomoto.pl/oferta/opel-insignia-2-0-cdti-salon-polska-serwis-aso-vat-23-xenon-ID6BOyZi.html
Peugeot Boxer,29900,2998,2010,487000,Diesel,9973,otomoto.pl/oferta/peugeot-boxer-okazja-3-0l-silnik-160-km-9-osobowy-2010r-webasto-climatronic-tempomat-ID6BG23a.html
Volkswagen Passat B6,18900,1896,2007,204320,Diesel,9968,otomoto.pl/oferta/volkswagen-passat-passat-b6-silnik-1-9-tdi-ID6BG24S.html
Audi A6 C6,29900,3000,2008,199504,Diesel,9967,otomoto.pl/oferta/audi-a6-c6-3-0tdi-233km-quattro-bi-xenon-navi-mmi-skory-sporty-alcantara-z-de-ID6BJxK4.html
BMW Seria 5 E60,29900,3000,2006,264000,Diesel,9967,otomoto.pl/oferta/bmw-seria-5-e61-2kpl-kol-logic7-komforty-535d-elektryczna-klapa-272km-ID6BNQRV.html
Audi A8 D3,29900,3000,2006,292000,Diesel,9967,otomoto.pl/oferta/audi-a8-audi-a8-solar-xenon-nawigaca-bezowe-wnetrze-quattro-lift-ID6BPd0q.html
BMW Seria 5 E60,24900,2500,2006,214000,Benzyna,9960,otomoto.pl/oferta/bmw-seria-5-218km-skora-nawigacja-serwisowany-ID6BJMGS.html
Volkswagen Passat B6,19900,1998,2007,229000,Benzyna,9960,otomoto.pl/oferta/volkswagen-passat-vw-passat-2-0i-150ps-highline-skora-chrom-navi-full-ID6BOFsw.html
BMW Seria 3 E90,19900,1998,2007,29000,Diesel,9960,otomoto.pl/oferta/bmw-seria-3-bmw-e91-diesel-xenony-skretne-pdc-ID6BMHQf.html
Audi A6 C6,23900,2400,2005,269500,Benzyna,9958,otomoto.pl/oferta/audi-a6-2-4-benzyna-manual-xenon-ledy-oplacona-stan-wzorowy-ID6BPcaz.html
Volkswagen Passat B8,19900,2000,2017,40000,Diesel,9950,otomoto.pl/oferta/volkswagen-passat-r-line-salon-pl-serwis-aso-comfortline-full-led-acc-ID6BMDTi.html
Audi A3 8P,15900,1598,2006,240000,Benzyna,9950,otomoto.pl/oferta/audi-a3-2006r-1-6mpi-102-km-lift-bezwypadek-alu-klima-stan-perfekt-jak-nowy-ID6BOFUj.html
Volkswagen Golf VI,19900,2000,2009,214000,Diesel,9950,otomoto.pl/oferta/volkswagen-golf-2-0tdi-5d-super-stan-bezwypadkowy-zobacz-ID6BACYk.html
Citroën C5 III,19900,2000,2009,226400,Diesel,9950,otomoto.pl/oferta/citroen-c5-kombi-2-0hdi-140km-confort-equilibre-salon-homologacja-ciezarowa-f-vat-ID6ACME8.html
Audi A4 B7,19900,2000,2006,192000,Diesel,9950,otomoto.pl/oferta/audi-a4-2-0-tdi-140km-bpw-8v-serwis-nawigacja-idealny-stan-ID6BPcHF.html
Mazda 3 I,15900,1598,2007,123585,Benzyna,9950,otomoto.pl/oferta/mazda-3-1-6-benzyna-po-lifcie-auto-zadbane-tylko-123tys-km-dokumentacja-ID6BPhnj.html
BMW Seria 3 E90,19900,2000,2006,201875,Diesel,9950,otomoto.pl/oferta/bmw-seria-3-2-0-diesel-klimatronik-alu-ksenon-oplacona-z-niemiec-ID6BPbYW.html
Hyundai Tucson I,19900,2000,2007,207000,Benzyna,9950,otomoto.pl/oferta/hyundai-tucson-benzyna-skory-klima-oplacony-super-stan-ID6BOp2v.html
Volvo V70 III,19900,2000,2008,325000,Diesel,9950,otomoto.pl/oferta/volvo-v70-2-0d-136km-gwarancja-zarejestr-stan-bdb-zamiana-ID6BPcWC.html
Mazda 5 I,19900,2000,2008,233000,Diesel,9950,otomoto.pl/oferta/mazda-5-mazda-5-2-0-d-skora-7-osobowa-ksiazka-serwisowa-dodatkowe-opony-ID6BNOdz.html
Volkswagen Golf V,18900,1900,2006,183000,Diesel,9947,otomoto.pl/oferta/volkswagen-golf-1-9-tdi-105km-krajowy-serwisowany-ID6BPjPQ.html
Hyundai Tucson I,19800,1991,2008,145000,Diesel,9945,otomoto.pl/oferta/hyundai-tucson-2-0-crdi-6-skrzynia-navi-dvd-ID6BNQAl.html
Mercedes-Benz Klasa A W169,19800,1991,2010,154909,Diesel,9945,otomoto.pl/oferta/mercedes-benz-klasa-a-a180cdi-109km-avantgarde-automat-bluetooth-skora-f-ra-vat-marza-ID6BPj6u.html
Citroën C4 Picasso I,17400,1750,2007,165000,Benzyna,9943,otomoto.pl/oferta/citroen-c4-picasso-ID6BKDC5.html
Opel Meriva I,15900,1600,2006,95934,Benzyna,9938,otomoto.pl/oferta/opel-meriva-1-6-105km-edition-lift-1-wlasciciel-serwis-aso-opel-jak-nowa-ID6BPeFE.html
Opel Astra H,15900,1600,2006,167897,Benzyna,9938,otomoto.pl/oferta/opel-astra-1-6-115km-niemcy-jak-nowy-bogata-opcja-gtc-ID6BPceq.html
Opel Astra H,15900,1600,2006,150000,Benzyna,9938,otomoto.pl/oferta/opel-astra-1-6-16v-101ps-100-oryginal-serwis-tuv-de-oplacona-super-zadbana-ID6BJIaj.html
Citroën C5 II,15900,1600,2008,136641,Diesel,9938,otomoto.pl/oferta/citroen-c5-lift-hdi-110ps-pdc-serwis-aso-136tys-igla-ID6BAqeq.html
Citroën C5 III,15900,1600,2008,198000,Diesel,9938,otomoto.pl/oferta/citroen-c5-1-6hdi-climatronic-alus-swiezy-import-gwarancja-na-auto-oplaty-super-ID6BEIWZ.html
Citroën C4 I,15500,1560,2008,108000,Diesel,9936,otomoto.pl/oferta/citroen-c4-1-wl-salon-pl-serwis-w-aso-1-6-hdi-uzywany-jak-nowy-ID6BPd1G.html
Mazda 3 I,15500,1560,2008,131177,Diesel,9936,otomoto.pl/oferta/mazda-3-1-6-di-turbo-klimatronic-bezkolizyjny-ID6BOJfh.html
Toyota Avensis II,19850,1998,2007,230000,Diesel,9935,otomoto.pl/oferta/toyota-avensis-polecam-ID6BGYdL.html
Peugeot 207,13900,1400,2009,139000,Benzyna,9929,otomoto.pl/oferta/peugeot-207-sliczny-1-4-benzyna-75-km-klima-serwis-jak-nowy-ID6BNzEn.html
Citroën C6,27000,2720,2008,219650,Diesel,9926,otomoto.pl/oferta/citroen-c6-o-k-a-z-j-a-jasna-skora-pelne-wyposazenie-salonowa-dokumentacja-ID6BOFh3.html
Renault Twingo II,14500,1461,2012,120170,Diesel,9925,otomoto.pl/oferta/renault-twingo-1-5-dci-75km-klima-tempomat-ID6BPiC4.html
Toyota Yaris II,12900,1300,2007,194500,Benzyna,9923,otomoto.pl/oferta/toyota-yaris-1-3-luna-ID6BPiqZ.html
Suzuki Swift IV,12900,1300,2008,157545,Benzyna,9923,otomoto.pl/oferta/suzuki-swift-1-3-i-klima-elektr-alu-serwis-czarny-unikat-keyless-go-ID6BPjdB.html
Opel Corsa D,12900,1300,2008,143000,Diesel,9923,otomoto.pl/oferta/opel-corsa-ekonomiczny-z-klimatyzacja-143-000km-ID6BPbK6.html
Toyota Yaris II,9900,998,2008,131614,Benzyna,9920,otomoto.pl/oferta/toyota-yaris-1-0-terra-bezwypadkowy-ID6BOmmy.html
Škoda Fabia II,11900,1200,2009,155500,Benzyna,9917,otomoto.pl/oferta/skoda-fabia-2009-rok-1-2-benzyna-klimatyzacja-polecam-ID6Bzdo9.html
BMW Seria 5 E60,29700,3000,2007,271000,Diesel,9900,otomoto.pl/oferta/bmw-seria-5-gwarancja-techniczna-3-0d-235km-x-drive-automat-zarejestrowany-ID6BHsoH.html
Renault Scenic II,15800,1600,2008,244000,Benzyna+LPG,9875,otomoto.pl/oferta/renault-scenic-1-6-16v-112km-lpg-sekwencja-ID6BPccx.html
Jaguar XJ X300,39500,4000,1996,146600,Benzyna,9875,otomoto.pl/oferta/jaguar-xj-xjr-jedyny-taki-british-green-racing-147tys-km-szwajcar-aso-ID6BOFQi.html
Citroën C3 Picasso,15400,1560,2009,101500,Diesel,9872,otomoto.pl/oferta/citroen-c3-picasso-bdb-stan-polecam-ID6BPcpd.html
BMW Seria 5 E60,29535,2993,2006,295000,Diesel,9868,otomoto.pl/oferta/bmw-seria-5-535d-bezwypadkowe-z-oryginalnym-lakierem-dobre-wyposazenie-ID6BOK4L.html
Audi A3 8P,18700,1896,2006,260000,Diesel,9863,otomoto.pl/oferta/audi-a3-sprzedam-audi-a3-sportback-s-line-1-9-tdi-105-km-2006-r-ID6Br9JF.html
Mercedes-Benz CL C140,49000,4973,1998,219000,Benzyna,9853,otomoto.pl/oferta/mercedes-benz-cl-cl-500-ID6BJHVP.html
Audi A4 B7,19700,2000,2006,190100,Benzyna,9850,otomoto.pl/oferta/audi-a4-2-0-zwykla-benzyna-zadbane-prawdziwe-auto-ID6BOzxs.html
Škoda Octavia I,15700,1595,2006,131200,Benzyna,9843,otomoto.pl/oferta/skoda-octavia-piekne-zadbane-auto-z-polskiego-salonu-drugi-wlasciciel-bezwypadkowa-ID6BPcR0.html
BMW Seria 1 E87,19600,1995,2007,291565,Diesel,9825,otomoto.pl/oferta/bmw-seria-1-bmw-118d-seria-1-2007-lift-e87-pdc-klima-dtc-system-start-stop-ID6BPjRH.html
BMW Seria 5 E60,24500,2495,2006,209000,Benzyna,9820,otomoto.pl/oferta/bmw-seria-5-auto-sprowadzone-ze-szwajcarii-po-oplatach-gotowy-do-rejestracji-ID6BIeMV.html
Peugeot 207,15700,1600,2009,202000,Benzyna,9813,otomoto.pl/oferta/peugeot-207-sport-jak-nowy-1-6-16v-120km-klima-alu-17-noaglosnieni-jbl-100-orygin-ID6BPkc2.html
Citroën C4 I,15700,1600,2009,86624,Benzyna,9813,otomoto.pl/oferta/citroen-c4-citroen-c4-1-6-benzyna-ID6BPjD8.html
Chevrolet Cruze,19500,1991,2009,182000,Diesel,9794,otomoto.pl/oferta/chevrolet-cruze-stan-bardzo-dobry-nowy-rozrzad-ID6By2Z4.html
Honda Civic VIII,21500,2200,2008,208000,Diesel,9773,otomoto.pl/oferta/honda-civic-s-type-xenon-klimatronic-alkantara-panorama-bezwypadkowa-serwis-aso-ID6BOD5V.html
Seat Altea XL,18500,1896,2008,199934,Diesel,9757,otomoto.pl/oferta/seat-altea-xl-1-9-tdi-105km-prywatnie-mozliwa-zamiana-ID6BOw2t.html
Audi A3 8P,19500,2000,2005,210000,Benzyna,9750,otomoto.pl/oferta/audi-a3-prywatne-200km-quattro-2005r-210000-tys-klimatronik-2-0t-ID6BP9oy.html
Ford Mondeo Mk4,17072,1753,2008,92886,Diesel,9739,otomoto.pl/oferta/ford-mondeo-1-8-tdci-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6BN8d9.html
Volkswagen Golf Plus,18500,1900,2008,250000,Diesel,9737,otomoto.pl/oferta/volkswagen-golf-plus-1-9tdi-polski-salon-jeden-wlasciciel-ID6BPiV1.html
Škoda Octavia II,18500,1900,2009,270000,Diesel,9737,otomoto.pl/oferta/skoda-octavia-ID6BPctQ.html
Chrysler Town & Country II,35000,3600,2012,160000,Benzyna,9722,otomoto.pl/oferta/chrysler-town-country-chrysler-town-country-limited-auto-po-oplatach-ID6BPbEc.html
Ford C-MAX I,15499,1596,2007,59240,Benzyna,9711,otomoto.pl/oferta/ford-c-max-i-1-6-101-km-2007r-bogate-wyposazenie-i-wlasciciel-stan-bdb-ID6BMfQ0.html
Volkswagen Golf Plus,18400,1896,2008,183000,Diesel,9705,otomoto.pl/oferta/volkswagen-golf-plus-1-9tdi-alu-climatronic-zarejestrowany-bezwypadkowy-gwarancja-top-ID6AC4ke.html
Kia Ceed I,15500,1598,2009,155000,Diesel,9700,otomoto.pl/oferta/kia-ceed-zarejestrowany-zadbany-bezwypadkowy-ID6BDWGZ.html
Opel Zafira B,18500,1910,2008,213200,Diesel,9686,otomoto.pl/oferta/opel-zafira-opel-zafira-b-2008r-1-9cdti-120km-automat-7-miejsc-dla-rodziny-ID6zJnkx.html
Volkswagen Golf V,13550,1400,2008,196231,Benzyna,9679,otomoto.pl/oferta/volkswagen-golf-1-4-tsi-125-wersja-united-full-opcja-2008-rok-ID6BNf4a.html
BMW Seria 5 E60,21000,2171,2004,228736,Benzyna,9673,otomoto.pl/oferta/bmw-seria-5-bmw-520-dobry-stan-techniczny-i-wizualny-6-biegowa-skrzynia-ID6Bro82.html
Audi A6 C6,28999,3000,2005,223200,Diesel,9666,otomoto.pl/oferta/audi-a6-audi-a6-c6-3-0tdi-280ps-s-line-mega-ID6BKyRe.html
Volkswagen Golf VI,19300,1998,2009,220000,Diesel,9660,otomoto.pl/oferta/volkswagen-golf-golf-vi-2-0-tdi-110km-z-niemiec-serwisowany-ID6BODUV.html
Peugeot 207,13500,1400,2009,159928,Diesel,9643,otomoto.pl/oferta/peugeot-207-peugeot-207-1-4hdi-2009r-wersja-xline-polecam-warto-ID6BIQcH.html
BMW Seria 5 E60,28900,2998,2004,298000,Diesel,9640,otomoto.pl/oferta/bmw-seria-5-bmw-e60-530d-xenon-logic-7-komforty-rolety-serwis-aso-salon-pl-zadbana-ID6BOFGu.html
Audi A6 C6,28900,3000,2005,275000,Diesel,9633,otomoto.pl/oferta/audi-a6-3x-s-line-quatrro-full-wersja-mmi-bezwypadkowy-ID6BOCJn.html
Volkswagen Transporter T5,23700,2461,2006,204000,Diesel,9630,otomoto.pl/oferta/volkswagen-transporter-long-rej-2007-klima-6-osob-kamera-ID6BEKt3.html
Opel Corsa D,12499,1300,2010,140000,Diesel,9615,otomoto.pl/oferta/opel-corsa-1-3-cdti-serwisowana-wersja-na-111-lecie-marki-bogate-wyposazenie-ID6BEqww.html
Audi A6 C6,18900,1968,2005,332000,Diesel,9604,otomoto.pl/oferta/audi-a6-ID6BIqgM.html
Audi A6 C6,25900,2700,2005,249600,Diesel,9593,otomoto.pl/oferta/audi-a6-c6-2-7tdi-180km-manual-udokumentowany-przebieg-249tys-km-idealny-stan-ID6BPeQx.html
Volkswagen Polo IV,11500,1200,2008,94560,Benzyna,9583,otomoto.pl/oferta/volkswagen-polo-vw-polo-2008-rok-1-2-benz-klima-ID6BOmlV.html
Renault Modus,14000,1461,2010,124162,Diesel,9582,otomoto.pl/oferta/renault-modus-1-5-dci-klima-parktronic-ID6BPd0s.html
Volkswagen Golf V,19000,1984,2006,186000,Benzyna,9577,otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-v-gti-silnik-2-0-fsi-turbo-ID6BPjmj.html
Volkswagen Polo IV,13300,1390,2006,142000,Benzyna,9568,otomoto.pl/oferta/volkswagen-polo-sliczny-volkswagen-vw-polo-1-4-75km-benzyna-5drzwiklima-z-de-ID6BOF7j.html
BMW Seria 5 E60,28700,3000,2004,239000,Diesel,9567,otomoto.pl/oferta/bmw-seria-5-bmw-530d-2004r-touring-zadbany-ID6BPhMX.html
Audi A4 B7,18800,1968,2005,338000,Diesel,9553,otomoto.pl/oferta/audi-a4-audi-a4-b7-bogate-wyposazenie-duzanavi-skrzynia-6-szyberdach-bezdpf-ID6BOG4p.html
Volkswagen Passat B6,18800,1968,2010,259640,Diesel,9553,otomoto.pl/oferta/volkswagen-passat-rodzinny-passat-variant-b6-zadbany-naprawy-na-biezaco-udokumentowane-ID6BOkQf.html
Ford C-MAX I,14900,1560,2007,228800,Diesel,9551,otomoto.pl/oferta/ford-c-max-oryginal-serwisowany-super-stan-alu-felgi-ID6BPcJQ.html
Mazda 5 I,19000,1998,2009,255000,Diesel,9510,otomoto.pl/oferta/mazda-5-cena-do-negocjacji-ID6BOn1y.html
BMW Seria 1 E87,18999,1998,2006,172000,Benzyna,9509,otomoto.pl/oferta/bmw-seria-1-118-xenon-pdc-idealna-z-niemiec-serwis-aso-ID6BPcdh.html
Audi A4 B7,18700,1968,2005,190419,Diesel,9502,otomoto.pl/oferta/audi-a4-audi-a4-b7-fabrycznie-bez-dpf-navi-tempomat-2-0tdi-6-bieg-oe-lakier-ID6BPc65.html
BMW Seria 3 E46,28500,3000,2002,217000,Benzyna,9500,otomoto.pl/oferta/bmw-seria-3-bmw-e46-cabrio-3-0-231-km-wiecej-informacji-telefonicznie-ID6AEyXz.html
Ford S-Max I,18990,2000,2007,240000,Diesel,9495,otomoto.pl/oferta/ford-s-max-7-foteli-klimatronic-serwis-2-0tdci-ID6BP9ce.html
BMW Seria 3 E30,18900,1991,1990,270000,Benzyna,9493,otomoto.pl/oferta/bmw-seria-3-bmw-e30-320i-m20b20-gwint-ID6BL2NJ.html
Mercedes-Benz Klasa B W245,18900,1991,2008,207000,Diesel,9493,otomoto.pl/oferta/mercedes-benz-klasa-b-mercedes-benz-b-180-2-0-cdi-109km-2008-czarna-perla-jasny-srodek-ID6BzW6o.html
